Date,Open,High,Low,Close,Adj Close,Volume
2018-05-07,1914.0,1922.0999755859375,1901.25,1918.699951171875,1790.6539306640625,2389766
2018-05-08,1920.0999755859375,1920.0999755859375,1895.5999755859375,1903.3499755859375,1776.3282470703125,2124127
2018-05-09,1893.1500244140625,1905.4000244140625,1882.300048828125,1897.6500244140625,1771.0087890625,1669898
2018-05-10,1908.0,1909.949951171875,1890.449951171875,1894.300048828125,1767.8822021484375,1153192
2018-05-11,1901.0,1921.699951171875,1901.0,1919.800048828125,1791.680419921875,948291
2018-05-14,1919.800048828125,1936.9000244140625,1919.800048828125,1930.5999755859375,1801.759765625,1936219
2018-05-15,1936.5,1941.9000244140625,1923.800048828125,1929.550048828125,1800.77978515625,2873050
2018-05-16,1924.9000244140625,1929.0,1908.9000244140625,1914.550048828125,1786.7808837890625,1366048
2018-05-17,1919.0,1919.0,1867.949951171875,1875.0999755859375,1749.9637451171875,2751107
2018-05-18,1870.0,1882.0999755859375,1850.050048828125,1853.0,1729.33837890625,2517918
2018-05-21,1860.0,1860.0,1816.5,1819.199951171875,1697.794189453125,2816934
2018-05-22,1820.199951171875,1829.0,1795.8499755859375,1810.0,1689.2081298828125,3151951
2018-05-23,1807.4000244140625,1807.4000244140625,1780.050048828125,1783.6500244140625,1664.61669921875,3059058
2018-05-24,1797.0,1814.050048828125,1788.0999755859375,1806.0999755859375,1685.5682373046875,2185202
2018-05-25,1808.199951171875,1828.6500244140625,1796.050048828125,1819.75,1698.3074951171875,2301042
2018-05-28,1825.0,1835.0,1820.550048828125,1829.550048828125,1707.4534912109375,1616546
2018-05-29,1827.75,1828.75,1804.300048828125,1809.75,1688.9747314453125,1160204
2018-05-30,1804.0,1807.0,1780.4000244140625,1790.800048828125,1671.2894287109375,3140621
2018-05-31,1812.0,1838.5,1797.199951171875,1833.0,1710.67333984375,5622276
2018-06-01,1833.0,1857.0,1823.949951171875,1844.25,1721.17236328125,2653497
2018-06-04,1860.9000244140625,1870.449951171875,1825.3499755859375,1833.1500244140625,1710.813232421875,2010526
2018-06-05,1832.0999755859375,1854.9000244140625,1820.6500244140625,1848.4000244140625,1725.0455322265625,1539190
2018-06-06,1848.0,1861.5,1838.1500244140625,1858.449951171875,1734.4248046875,1222829
2018-06-07,1862.5,1874.0,1858.550048828125,1869.0,1744.2706298828125,1453806
2018-06-08,1855.050048828125,1863.300048828125,1827.0,1840.449951171875,1717.6260986328125,1947101
2018-06-11,1839.0999755859375,1850.0,1831.3499755859375,1839.449951171875,1716.692626953125,1561062
2018-06-12,1840.300048828125,1854.800048828125,1838.050048828125,1847.699951171875,1724.3922119140625,1662303
2018-06-13,1851.0,1856.25,1826.5999755859375,1832.300048828125,1710.019775390625,1792766
2018-06-14,1837.5,1838.5,1827.0,1833.75,1711.373291015625,2035114
2018-06-15,1842.0,1865.449951171875,1827.0999755859375,1832.25,1709.973388671875,3700695
2018-06-18,1831.5,1834.5999755859375,1820.199951171875,1823.550048828125,1701.85400390625,1965262
2018-06-19,1823.25,1837.9000244140625,1817.0,1828.0,1706.0068359375,2627053
2018-06-20,1832.0999755859375,1852.0999755859375,1830.199951171875,1847.0,1723.739013671875,1680840
2018-06-21,1855.0,1876.5999755859375,1844.449951171875,1858.9000244140625,1734.8448486328125,3185688
2018-06-22,1859.0,1912.699951171875,1853.800048828125,1906.75,1779.50146484375,4070361
2018-06-25,1909.0,1911.5,1885.0,1893.800048828125,1767.4156494140625,3174077
